Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type of PPI,Subtype of PPI,Project status,Primary sector,Subsector,Segment,Location,ContractPeriod,GovtGrantingContract,DirectGovtSupport,DirectGovtSupportValue,InDirectGovtSupport,InDirectGovtSupportValue,Total Equity,InvestmentYear,PercentPrivate,FeesToGovernment,PhysicalAssets,TotalInvestment,CapacityType,Capacity,Technology,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,Sponsors,Sponsors Country,Main Revenue Source,Other Revenue Source,MultiLateralSupport,BiLateralSupport,TotalDebtFunding,DebtEquityGrantRatio,ProjectBanks,UnsolicitedProposal,PublicDisclosure,is_resilient
Latin America and the Caribbean,Nicaragua,Lower middle income,IDA,2012,April,Globeleq - Eolo Wind Project,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Lake Managua, Nicaragua",20,National,Not Applicable,,Not Applicable,,25,2012,100,Not Available,116,116.0,MW,44,Wind,,,Direct negotiation,,Globeleq ($25 / 100% ),United Kingdom,Public purchase agreements or transmission fees with private entity(ies),,MIGA (Guarantee / $25 Million / 2012),FMO (Loan / $92 Million / 2012),91.5,78/22,FMO (Bilateral / International / $91.5),No,No,1.0
Latin America and the Caribbean,Nicaragua,Lower middle income,IDA,2012,May,Inversiones Hidroelectricas SA - Small Hydro,Proyecto Hidroelectrico El Diamante,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,Nicaragua,Not Available,National,Not Applicable,,Not Applicable,,6,2012,100,Not Available,14,14.0,MW,5,"Hydro, Small (<50MW)",,Not Applicable,Direct negotiation,,Inversiones Electricas SA ($6 / 100% ),Nicaragua,Not Applicable,,IADB (Loan / $8 Million / 2012),No,8,56/44,IADB (Multilateral / International / $8),No,No,1.0
Latin America and the Caribbean,Nicaragua,Lower middle income,IDA,2014,January,Green Power Biomass Power Plant,,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,Managua Department,15,National,Not Applicable,,Not Applicable,,,2014,100,Not Applicable,76,76.0,MW,38,Biomass,,,License scheme,,Corporacion Montelimar (Not Available / 100% ),Nicaragua,Public purchase agreements or transmission fees with private entity(ies),,No,No,,,,Yes,No,1.0
Latin America and the Caribbean,Nicaragua,Lower middle income,IDA,2015,February,Xinwei Telecom Nicaragua,,Greenfield project,Merchant,Active,Information and communication technology (ICT),ICT,Other,,20,National,Not Available,,Not Available,,,2015,100,20,300,320.0,Number of installed connections ( in thousands),240,,,Highest price paid to government,Competitive bidding,1,,,User fees,,No,No,,,,No,No,0.0
Latin America and the Caribbean,Nicaragua,Lower middle income,IDA,2023,December,San Isidro Solar PV Plant,,Greenfield project,Not Available,Active,Energy,Electricity,Electricity generation,Leon Department,20,National,Not Available,,Not Available,,,2023,100,Not Applicable,12.5,12.5,MW,14,"Solar, PV, Not Applicable",,,Not Available,,Others (Not Available / 100% ),..,Purchase agreements or transmission fees with public entity(ies),,Other Electrification Financing Initiative (ElectriFI) (Loan / $2 Million / 2023),BIO (Belgium) (Loan / $.. Million / 2023),Not Available,Not Available,"Other Electrification Financing Initiative (ElectriFI) (Multilateral / International / $1.88), 

BIO (Belgium) (Bilateral / International / $Not Available)",,No,1.0
Latin America and the Caribbean,Nicaragua,Lower middle income,IDA,2024,September,"San Isidro Solar PV Park (14MW), Phase 2",,Greenfield project,"Build, own, and operate",Active,Energy,Electricity,Electricity generation,"Malpaisillo municipality, Leon Department",20,National,Not Available,,Not Available,,1.8,2024,100,Not Available,12.5,12.5,MW,14,"Solar, PV, N/A",,,Not Available,,Nordic Solar Energy ($1.8 / 100% ),Denmark,Purchase agreements or transmission fees with public entity(ies),,Other EDFI Management Company (Loan / $2 Million / 2024),Belgian Investment Company for Developing Countries (BIO) (Loan / $9 Million / 2024),10.7,86/14,"Other EDFI Management Company (Multilateral / International / $1.9), 

BIO (Belgium) (Bilateral / International / $8.8)",,Yes,1.0
Latin America and the Caribbean,Paraguay,Upper middle income,Non-IDA,2019,October,Route 2 and Route 7 Expansion,Ruta 2 and Ruta 7 Expansion,Brownfield,"Build, rehabilitate, operate, and transfer",Active,Transport,Roads,Highway,Asunción and Coronel Oviedo; Coronel Oviedo and Caaguazú,30,National,Not Available,,Not Available,,80,2019,100,Not Available,738,738.0,KM,149.5,,,,Not Available,,"Sacyr ($48 / 60% ), 

Ocho A SA ($32 / 40% )","Spain, 

Paraguay",Not Applicable,,"IADB (Loan / $200 Million / 2019), 

IADB (Guarantee / $200 Million / 2019)",No,658,90:10,"IADB (Multilateral / International / $200), 

Other  (Other / Not Available / $458)",No,No,0.0
Latin America and the Caribbean,Paraguay,Upper middle income,Non-IDA,2021,August,Costanera Sur de Asuncion Road,,Greenfield project,"Build, own, and operate",Active,Transport,Roads,Highway,Asuncion,Not Available,National,Not Available,,Not Available,,0,2021,100,Not Available,130,130.0,KM,7.7,,,Lowest cost of construction or operation,Competitive bidding,Not Available,"Eurofinsa ($0 / 50% ), 

Topografía y Caminos ($0 / 50% )","Spain, 

Spain",User fees,,,KfW (Loan / $44 Million / 2021),130,100:0,"Itau Unibanco (Public / International / $43.33), 

KfW (Bilateral / International / $43.33), 

Other MetLife (Commercial / International / $43.33)",,No,0.0
Latin America and the Caribbean,Paraguay,Upper middle income,Non-IDA,2022,November,Azotey-Yby Yau-Pedro Juan Caballero road section rehabilitation,,Brownfield,Not Available,Active,Transport,Roads,Highway,Yby Yau,Not Available,National,Not Available,,Not Available,,7.18,2022,100,Not Available,7.18,7.18,KM,8,,,,Not Available,,"Rovial (Not Available / Not Available% ), 

JCR SA (Not Available / Not Available% )","Argentina, 

Argentina",User fees,,No,No,,,,No,No,0.0
Latin America and the Caribbean,Paraguay,Upper middle income,Non-IDA,2023,March,Concepcion - Vallemi - San Lazaro road rehabilitation,PY22 National Highway,Brownfield,Other,Active,Transport,Roads,Highway,Concepcion Department,Not Available,National,Not Available,,Not Available,,,2023,100,Not Available,135,135.0,KM,200,,,,Not Available,,Paracel (Not Applicable / 100% ),Paraguay,User fees,,CAF (Loan / $135 Million / 2023),No,135,100:0,CAF (Multilateral / International / $135),,No,0.0
Latin America and the Caribbean,Paraguay,Upper middle income,Non-IDA,2023,July,Torrecom Mobile Broadband Expansion,,Brownfield,Not Available,Active,Information and communication technology (ICT),ICT,Land-based cable,,Not Applicable,National,Not Available,,Not Available,,,2023,100,Not Available,70,70.0,Not Available,Not Available,,,,Not Available,,Torrecom (Not Applicable / 100% ),United States,User fees,,IDB (Loan / $30 Million / 2023),KfW (Loan / $.. Million / 2023),70,100:0,"IDB (Multilateral / International / $30), 

Agence Francaise de Developpement (AFD) (Commercial / International / $Not Available), 

KfW (Bilateral / International / $Not Available)",,No,0.0
Latin America and the Caribbean,Peru,Upper middle income,Non-IDA,2000,July,Millicom Peru S. A.,,Greenfield project,"Build, own, and operate",Active,Information and communication technology (ICT),ICT,Other,"Lima, Chiclayo, Trujillo",20,Not Available,Not Available,,Not Available,,,2000,Not Available,9.8,0,9.8,Not Available,Not Available,,Millicom Peru S. A.,Not Applicable,Not Available,,Millicom International (Not Available / 100% ),Luxembourg,User fees,,No,No,,,,,No,0.0
Latin America and the Caribbean,Peru,Upper middle income,Non-IDA,2001,January,Agua Azul (Rio Chillon),Agua Azul,Greenfield project,"Build, operate, and transfer",Active,Water and sewerage,Treatment plant,Potable water treatment plant,"Lima, Chillon River basin",27,National,Not Available,,Not Available,,,2001,100,0,35,35.0,Cubic meters per day (in thousands),104,,,,Not Available,,"Acea SpA (Not Available / 45% ), 

Impregilo SpA (Not Available / 45% )","Italy, 

Italy",Not Applicable,,No,No,,,,,No,1.0
Latin America and the Caribbean,Peru,Upper middle income,Non-IDA,2001,January,Agua Azul (Rio Chillon),Agua Azul,Greenfield project,"Build, operate, and transfer",Active,Water and sewerage,Treatment plant,Potable water treatment plant,"Lima, Chillon River basin",27,National,Not Available,,Not Available,,,2002,100,0,45,45.0,Cubic meters per day (in thousands),320,,,,Not Available,,"Acea SpA (Not Available / 45% ), 

Impregilo SpA (Not Available / 45% )","Italy, 

Italy",Not Applicable,,No,No,,,,,No,1.0
Latin America and the Caribbean,Peru,Upper middle income,Non-IDA,2001,February,Callao Expressway,Via Expresa Faucett-Aeropuerto,Brownfield,"Build, rehabilitate, operate, and transfer",Cancelled,Transport,Roads,Highway,Lima - Callao,30,Not Available,Not Available,,Not Available,,,2001,100,0,45,45.0,KM,5,,,,Not Available,,"Servente Constructora S.A. (Not Available / 50% ), 

Construcciones Civiles J.M. Aragon SA (Not Available / 50% )","Argentina, 

Argentina",Not Applicable,,No,No,,,,,No,0.0
Latin America and the Caribbean,Peru,Upper middle income,Non-IDA,2001,December,Empresa de Electricidad de los Andes SA,ElectroAndes,Divestiture,Full,Active,Energy,Electricity,Electricity generation,Lima,Not Available,Not Available,Not Available,,Not Available,,,2001,100,0,227,227.0,MW,183,"Hydro, Large (>50MW)",,,Not Available,,SN Power (Not Available / 100% ),Norway,Not Applicable,,No,No,,,,,No,1.0
Latin America and the Caribbean,Peru,Upper middle income,Non-IDA,2001,February,Jorge Chavez Airport,Lima Airport Partners; Aeropuerto Internacional Jorge Chavez (AJIC),Brownfield,"Build, rehabilitate, operate, and transfer",Active,Transport,Airports,Runway and terminal,Lima,30,Not Available,Not Available,,Not Available,,,2001,100,0,110,110.0,Not Available,Not Available,,,Highest percentage of revenue share with government,Not Available,,Fraport AG (Not Available / 100% ),Germany,Not Applicable,,MIGA (Guarantee / $12 Million / 2002),No,,,,,No,0.0
Latin America and the Caribbean,Peru,Upper middle income,Non-IDA,2001,February,Jorge Chavez Airport,Lima Airport Partners; Aeropuerto Internacional Jorge Chavez (AJIC),Brownfield,"Build, rehabilitate, operate, and transfer",Active,Transport,Airports,Runway and terminal,Lima,30,Not Available,Not Available,,Not Available,,,2004,100,0,0,,Not Available,Not Available,,,Highest percentage of revenue share with government,Not Available,,Fraport AG (Not Available / 100% ),Germany,Not Applicable,,MIGA (Guarantee / $12 Million / 2002),No,,,,,No,0.0
Latin America and the Caribbean,Peru,Upper middle income,Non-IDA,2001,February,Jorge Chavez Airport,Lima Airport Partners; Aeropuerto Internacional Jorge Chavez (AJIC),Brownfield,"Build, rehabilitate, operate, and transfer",Active,Transport,Airports,Runway and terminal,Lima,30,Not Available,Not Available,,Not Available,,,2005,100,0,92,92.0,Not Available,Not Available,,,Highest percentage of revenue share with government,Not Available,,Fraport AG (Not Available / 100% ),Germany,Not Applicable,,MIGA (Guarantee / $12 Million / 2002),No,,,,,No,0.0
